Review Text,predicted_label,scores
"I was so excited to try out this top since it was such a bargain and neutral. unfortunately, the shape is ""a"" line and accentuates the hip area a bit more than i find flattering. so, it will be returned.",negative,0.5528646111488342
"Like others reviewers mentioned on here, this dress is extremely well made. but there were too many cons for me, as well. this would most certainly work on a petite/shorter frame, but for tall, busty, and curvier girls, it just sits wrong on all places unfortunately. the color is lovely along with the nice collar that ties in the back really made this dress stand out.  however, i'm a 36c and found that the arm/shoulder part so large and bulky that is made me look bigger on top. there was entirel",negative,0.7658742070198059
"I read the previous reviews and had hoped that the exclamations about the color being inaccurate were exaggerated- however they are sadly very true. let me be clear that this is a beautiful, comfortable piece of clothing- when you put it on it feels thick and of very good quality. and while the pattern is interesting and pretty, the ""dark orange"" color i was expecting is actually a mud brown. i think it's unfortunate that retailer misrepresented such a key element of the jacket, but i digress. the",negative,0.5402475595474243
"This coat is beautiful! i love the color and the design. it definitely runs a little large. i usually wear a small or a zero and i can wear a small wth a large sweater underneath no problem. i might have wanted an extra small but i just stuck with the small because i needed the coat already. the vest keeps it warm, but the sleeves aren't lined so it's cold unless you have a nice sweater underneath it if you're going to be in cold weather.",positive,0.7562289834022522
"Nice vest, pretty olive color, hangs nice but...its just kinda funny. just hangs and really looks odd when tied. i like the laying piece just wished it had more ""umph"".",negative,0.7901183366775513
This top is super comfy and casual. the slit/design in the front gives it more of a stylish look than your average white long sleeve tee. would definitely recommend.,positive,0.9493759870529175
"Intrepid soul that i am, i washed it in the machine in cold water on a 25 minute cycle, then put it in the dryer for 8 minutes, shook it out, hung it up, and it is just the same as when it went in. doesn't need to be ironed and didn't shrink. yes, the swing is vast, but that is part of its charm. pair it with a fitted piece on the bottom and no one will think that you are actually needing that much material to cover anything! i think it is fun, something i will use for years, wonderfully comfort",positive,0.8768225908279419
"It's ok, fit doesn't wow me because of my body. chest is too wide, hips look too narrow. drapes across my back fat in an especially non-flattering way. basically made my square-apple body look more square-apple. great part about this dress is that it's comfy and hides the tummy pooch. construction is poorly done...contrasting liner at v-neck is rolling out on one side only and then doing the same at the hem contralaterally. another negative point is dry clean only. boo. i'm 5'3"" 140# 39-28-35 an",negative,0.8665933012962341
"In my retailer this was hung over in the pj section, and it really has more of a jammie top feel... soft, thin and stretchy. it's super cozy and comfortable and it drapes really nice. mine seems to have stretched out a little, especially the neckline (and the little buttons have a hard time staying closed). i'm happy with it though for what it is - a great, casual day t.",positive,0.8228930234909058
"I love this vest! there are so many ways to style it...open or tied closed, over a dress or with a tshirt and jeans. i get compliments every time i wear it. it's soft and light enough to add interest to an outfit without being too heavy/hot to wear all day.",positive,0.8614321351051331
"This blouse is a perfect creation: perfect-weight cotton, many, many details, and color, all perfectly executed. there's fullness to the body, so this will definitely be easy to wear in hot, humid locations this summer, and it would be easy to pair with many things you have already for a casual yet collected look. there's no mistaking quality when you look at this piece! i bought the medium for my 130#, 34f, size 8 blouse/tee frame. this is the blouse you will have for years, and you will enjoy",positive,0.9588326215744019
,,
"Love this vest! the color looks a little more brown in the picture than it really is--it's a deep forest green that goes great with jeans or black pants. a great piece for polished but casual style, and the fabric has a nice, soft suede-like finish.  if only the was *slightly* higher to hit my true natural waist, it would get that fifth star (but sometimes i wear petite sizes, so that might be the issue here--still looks good tied).",positive,0.8871063590049744
I received the sky color in m online.  am definetly keeping it as it is beautiful.  however i wish they had made it a little less wide and more long.  i am 5 3 and could totally size down to a s but even at my height it would be too short.  i like crop tops and waist hitting tops a lot.  but the shortness on this one just looks like it shrunk in the dryer,negative,0.7683944702148438
I am obsessed with peplum down coats because the ones you usually see have no shape and are extremely unflattering. i was excited for this to arrive. this is quite nice and it looks more feminine than the other down coats out there. the coat itself runs just true to my shirt size but not what i want for a coat. i will be returning this for a size up because i will want to wear a sweater or at least maybe a thicker shirt under this especially for winter or fall. the fabric is decent and the weigh,positive,0.7748394012451172
"The silhouette and length of this skirt and length are flattering, classic and comfortable! the colors and weight of this skirt make it versatile - could be worn year-round (so long as it's not 100 degrees out - there is a bit of weight to it). it's one of my favorite pieces in my closet. can be styled 20 different ways. pair with a higher-end tee, tank, denim jacket or body-hugging sweater. i sized down.",positive,0.9286113381385803
"Perfect for work or going out. i layered this with the reversible tank in medium pink so it would be work appropriate. it did not feel scratchy to me, maybe because i layered it. great buy especially with the discounts. feel like i lucked out.",positive,0.939948320388794
"It's a pretty top, but it runs very short. the back is also pretty see through so i'm not sure i will keep it. it's called off the shoulder but it is so tight when you try and actually wear it off the shoulder. great design, just not sure i will keep it due to length",negative,0.6911680698394775
,,
Ii'm not usually big on lace but this is so unique and versatile that i went for it. looks good dressed up w/a nice top or casual w/a tee. can be worn practically all year. love it!,positive,0.9427343010902405
"My firned tried this on and her first comment was ""take it off, it is scratchy"", so i didn't bother trying it on. it is, however, beautiful, if you are not sensitive to scratchy material. fit was true to size.",positive,0.5182763934135437
"The stylist had me try this top on off the shoulders, but that was kind of snug, perhaps why it didn't fit right, it is not off the shoulders on this picture. the cut is loose, so it looked big on me, but going smaller would not have worked the way i had it on... may give it another try on. xs was big, so would need to try the xxs next time. but off the shoulders looked nice on the lady who was smaller built next to me!  colors are nice, light, but appropriate for fall (or summer!) light fabri",neutral,0.4843685030937195
"Some reviewers found this skirt to be on the smaller side, but for me, it was big,,, too bad the smaller size is sold out (well, all peittes are sold out). the length is also pretty long, below the knee, but in the narrow part still...so able to keep it. the colors are great. i brought it in the store to try on in front fo the stylists, adn they all loved it and told me to keep it... winner for sure!",positive,0.865440309047699
I purchased this skirt at retailer store in texas. i fell in love since i saw it. the fabric is nice and the colors are pretty and cheerful for this spring/summer !! and it has pockets on the sides! don't we love pockets? very practical and lightweight,positive,0.9693925380706787
"This is a very pretty skirt and the colors are better in real life. sizing was mostly true to size for me, slightly tight in the waist but i have a thicker waist compared to my hips. i'm 5'7 and 138# and ordered a size 4 (i usually size up to a 6 with retailer pencil skirts.) a 6 probably would have fit as well, especially in the waist but didn't want it too big in the hips. length was perfect, to my knees.",positive,0.9242251515388489
"This skirt is wonderful! the price point seems a bit high for the average office gal, but the quality is impeccable. i really enjoy looking at myself in the mirror when wearing this skirt. it can be dressed up, dressed down, worn during all seasons. the design/pattern is artsy and whimsical without being too ""out-there"" (unless you want it to be, of course!). the fit is true to size, and the delicate details are just lovely.",positive,0.954343318939209
